feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	592274	593413	-						2931405	PPA_RS02770	1140		old_locus_tag=PPA0540
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	592274	593413	-	WP_002516643.1	WP_002516643.1		PrsW family intramembrane metalloprotease		2931405	PPA_RS02770	1140	379	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	593477	597103	+						2931325	PPA_RS02775	3627		old_locus_tag=PPA0541
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	593477	597103	+	WP_002518816.1	WP_002518816.1		transcription-repair coupling factor		2931325	PPA_RS02775	3627	1208	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	597165	597680	+						2931744	PPA_RS02780	516		old_locus_tag=PPA0542
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	597165	597680	+	WP_002516660.1	WP_002516660.1		hypothetical protein		2931744	PPA_RS02780	516	171	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	597689	598327	+						2932989	PPA_RS02785	639		old_locus_tag=PPA0543
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	597689	598327	+	WP_002516694.1	WP_002516694.1		nucleoside triphosphate pyrophosphohydrolase		2932989	PPA_RS02785	639	212	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	598443	598973	+						2933007	PPA_RS02790	531		old_locus_tag=PPA0544
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	598443	598973	+	WP_002516683.1	WP_002516683.1		hypothetical protein		2933007	PPA_RS02790	531	176	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	599061	600341	+						2932139	PPA_RS02795	1281		old_locus_tag=PPA0545
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	599061	600341	+	WP_002516702.1	WP_002516702.1		enolase		2932139	PPA_RS02795	1281	426	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	600641	601081	+						23324589	PPA_RS02800	441		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	600641	601081	+	WP_002518817.1	WP_002518817.1		septation ring formation regulator EzrA		23324589	PPA_RS02800	441	146	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	601089	601631	+						2932102	PPA_RS02805	543		old_locus_tag=PPA0547
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	601089	601631	+	WP_002516630.1	WP_002516630.1		DUF501 domain-containing protein		2932102	PPA_RS02805	543	180	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	601628	602560	+						2931599	PPA_RS02810	933		old_locus_tag=PPA0548
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	601628	602560	+	WP_002516725.1	WP_002516725.1		Ppx/GppA family phosphatase		2931599	PPA_RS02810	933	310	
gene	tRNA	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	602571	602644	+						2932325	PPA_RS02815	74		old_locus_tag=PPA2416
tRNA		GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	602571	602644	+				tRNA-Leu		2932325	PPA_RS02815	74		anticodon=TAA
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	602792	603625	+						2932245	PPA_RS02820	834		old_locus_tag=PPA0549
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	602792	603625	+	WP_011183695.1	WP_011183695.1		membrane protein		2932245	PPA_RS02820	834	277	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	603697	604392	-						30769292	PPA_RS12255	696		old_locus_tag=PPA0550
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	603697	604392	-	WP_002516728.1	WP_002516728.1		NUDIX domain-containing protein		30769292	PPA_RS12255	696	231	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	604469	605308	-						2933012	PPA_RS02830	840		old_locus_tag=PPA0551
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	604469	605308	-	WP_002531132.1	WP_002531132.1		hypothetical protein		2933012	PPA_RS02830	840	279	
gene	rRNA	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	606152	607688	+						2932196	PPA_RS02835	1537		old_locus_tag=PPA2417
rRNA		GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	606152	607688	+				16S ribosomal RNA		2932196	PPA_RS02835	1537		
gene	rRNA	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	607897	610982	+						2932385	PPA_RS02840	3086		old_locus_tag=PPA2418
rRNA		GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	607897	610982	+				23S ribosomal RNA		2932385	PPA_RS02840	3086		
gene	rRNA	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	611079	611195	+					rrf	2932132	PPA_RS02845	117		old_locus_tag=PPA2419
rRNA		GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	611079	611195	+				5S ribosomal RNA	rrf	2932132	PPA_RS02845	117		
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	611557	612054	-						2932186	PPA_RS02850	498		old_locus_tag=PPA2401
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	611557	612054	-	WP_002525111.1	WP_002525111.1		N-acetyltransferase		2932186	PPA_RS02850	498	165	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	612190	612621	+						2932761	PPA_RS02855	432		old_locus_tag=PPA0553
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	612190	612621	+	WP_002518136.1	WP_002518136.1		GtrA family protein		2932761	PPA_RS02855	432	143	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	612696	614684	+						2930944	PPA_RS02860	1989		old_locus_tag=PPA0554
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	612696	614684	+	WP_002515146.1	WP_002515146.1		oligopeptide transporter, OPT family		2930944	PPA_RS02860	1989	662	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	614727	615590	-						2931579	PPA_RS02865	864		old_locus_tag=PPA0555
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	614727	615590	-	WP_002515128.1	WP_002515128.1		aldo/keto reductase		2931579	PPA_RS02865	864	287	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	615706	616338	-						2931015	PPA_RS02870	633		old_locus_tag=PPA0556
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	615706	616338	-	WP_002518120.1	WP_002518120.1		peptide-methionine (S)-S-oxide reductase MsrA		2931015	PPA_RS02870	633	210	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	616495	618114	+						2931570	PPA_RS02875	1620		old_locus_tag=PPA0557
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	616495	618114	+	WP_002515113.1	WP_002515113.1		sodium-dependent transporter		2931570	PPA_RS02875	1620	539	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	618111	618215	+						30769293	PPA_RS12260	105		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	618111	618215	+	WP_002551003.1	WP_002551003.1		putative methionine/alanine importer small subunit		30769293	PPA_RS12260	105	34	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	618243	618959	-						2931522	PPA_RS02880	717		old_locus_tag=PPA0558
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	618243	618959	-	WP_002519227.1	WP_002519227.1		uracil-DNA glycosylase		2931522	PPA_RS02880	717	238	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	619220	620254	+						2931210	PPA_RS02885	1035		old_locus_tag=PPA0559
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	619220	620254	+	WP_032496504.1	WP_032496504.1		AI-2E family transporter		2931210	PPA_RS02885	1035	344	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	620292	621275	+						2931626	PPA_RS02890	984		old_locus_tag=PPA0560
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	620292	621275	+	WP_011183698.1	WP_011183698.1		hypothetical protein		2931626	PPA_RS02890	984	327	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	621380	621886	-						2931206	PPA_RS02895	507		old_locus_tag=PPA0561
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	621380	621886	-	WP_002515205.1	WP_002515205.1		transcription elongation factor GreA		2931206	PPA_RS02895	507	168	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	621908	622333	-						2931208	PPA_RS02900	426		old_locus_tag=PPA0562
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	621908	622333	-	WP_002515144.1	WP_002515144.1		DUF4307 domain-containing protein		2931208	PPA_RS02900	426	141	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	622360	622551	+						23324591	PPA_RS02905	192		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	622360	622551	+	WP_002518097.1	WP_002518097.1		hypothetical protein		23324591	PPA_RS02905	192	63	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	622629	624644	+						2931214	PPA_RS02910	2016		old_locus_tag=PPA0563
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	622629	624644	+	WP_011183699.1	WP_011183699.1		thioredoxin domain-containing protein		2931214	PPA_RS02910	2016	671	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	624666	625487	-						2931706	PPA_RS02915	822		old_locus_tag=PPA0564
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	624666	625487	-	WP_002515120.1	WP_002515120.1		di-trans,poly-cis-decaprenylcistransferase		2931706	PPA_RS02915	822	273	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	625632	626303	+						2931205	PPA_RS02920	672		old_locus_tag=PPA0565
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	625632	626303	+	WP_002515115.1	WP_002515115.1		hemolysin		2931205	PPA_RS02920	672	223	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	626420	627799	+						2931735	PPA_RS02925	1380		old_locus_tag=PPA0566
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	626420	627799	+	WP_002519222.1	WP_002519222.1		PhoH family protein		2931735	PPA_RS02925	1380	459	
gene	pseudogene	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	627879	628393	+						2931362	PPA_RS02930	515		pseudo;old_locus_tag=PPA0567
CDS	without_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	627879	628393	+				hypothetical protein		2931362	PPA_RS02930	515		pseudo
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	628420	628656	-						2931732	PPA_RS02935	237		old_locus_tag=PPA0568
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	628420	628656	-	WP_002514130.1	WP_002514130.1		exodeoxyribonuclease 7 small subunit		2931732	PPA_RS02935	237	78	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	628653	629900	-						2931715	PPA_RS02940	1248		old_locus_tag=PPA0569
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	628653	629900	-	WP_002515196.1	WP_002515196.1		exodeoxyribonuclease VII large subunit		2931715	PPA_RS02940	1248	415	
gene	pseudogene	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	629981	632625	-						23324592	PPA_RS02945	2645		pseudo
CDS	without_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	629981	632625	-				phosphoesterase		23324592	PPA_RS02945	2645		pseudo
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	632907	633878	+						2931713	PPA_RS02950	972		old_locus_tag=PPA0572
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	632907	633878	+	WP_002515204.1	WP_002515204.1		4-hydroxy-3-methylbut-2-enyl diphosphate reductase		2931713	PPA_RS02950	972	323	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	633882	635102	-						2931722	PPA_RS02955	1221		old_locus_tag=PPA0573
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	633882	635102	-	WP_002518096.1	WP_002518096.1		DNA recombination protein RmuC		2931722	PPA_RS02955	1221	406	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	635181	636467	+						2931727	PPA_RS02960	1287		old_locus_tag=PPA0574
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	635181	636467	+	WP_002515150.1	WP_002515150.1		M18 family aminopeptidase		2931727	PPA_RS02960	1287	428	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	636616	637689	+						2931724	PPA_RS02965	1074		old_locus_tag=PPA0575
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	636616	637689	+	WP_002515199.1	WP_002515199.1		redox-regulated ATPase YchF		2931724	PPA_RS02965	1074	357	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	637796	638557	+						2931730	PPA_RS02970	762		old_locus_tag=PPA0576
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	637796	638557	+	WP_041444091.1	WP_041444091.1		hypothetical protein		2931730	PPA_RS02970	762	253	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	638635	639102	-						2931728	PPA_RS02975	468		old_locus_tag=PPA0577
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	638635	639102	-	WP_002515161.1	WP_002515161.1		hypothetical protein		2931728	PPA_RS02975	468	155	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	639165	640340	-						2931734	PPA_RS02980	1176		old_locus_tag=PPA0578
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	639165	640340	-	WP_002530906.1	WP_002530906.1		MFS transporter		2931734	PPA_RS02980	1176	391	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	640458	640889	-						23324593	PPA_RS02985	432		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	640458	640889	-	WP_002518127.1	WP_002518127.1		MarR family transcriptional regulator		23324593	PPA_RS02985	432	143	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	641010	641438	+						2931736	PPA_RS02990	429		old_locus_tag=PPA0580
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	641010	641438	+	WP_002518125.1	WP_002518125.1		organic hydroperoxide resistance protein		2931736	PPA_RS02990	429	142	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	641558	642247	+						2931737	PPA_RS02995	690		old_locus_tag=PPA0581
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	641558	642247	+	WP_002515117.1	WP_002515117.1		type 1 glutamine amidotransferase domain-containing protein		2931737	PPA_RS02995	690	229	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	642384	642614	-						30769294	PPA_RS12265	231		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	642384	642614	-	WP_002530575.1	WP_002530575.1		hypothetical protein		30769294	PPA_RS12265	231	76	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	642963	644519	+						2931972	PPA_RS03000	1557		old_locus_tag=PPA0582
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	642963	644519	+	WP_002523617.1	WP_002523617.1		amino acid permease		2931972	PPA_RS03000	1557	518	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	644650	645894	+						2931717	PPA_RS03005	1245		old_locus_tag=PPA0583
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	644650	645894	+	WP_002515158.1	WP_002515158.1		arginine deiminase		2931717	PPA_RS03005	1245	414	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	645968	646972	+						2931731	PPA_RS03010	1005		old_locus_tag=PPA0584
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	645968	646972	+	WP_002518130.1	WP_002518130.1		ornithine carbamoyltransferase		2931731	PPA_RS03010	1005	334	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	646993	647898	+						2931800	PPA_RS03015	906		old_locus_tag=PPA0585
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	646993	647898	+	WP_002530909.1	WP_002530909.1		carbamate kinase		2931800	PPA_RS03015	906	301	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	648033	648578	+						30769295	PPA_RS12270	546		old_locus_tag=PPA0586
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	648033	648578	+	WP_002530910.1	WP_002530910.1		ArgR family transcriptional regulator		30769295	PPA_RS12270	546	181	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	648760	649422	+						2931288	PPA_RS03025	663		old_locus_tag=PPA0587
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	648760	649422	+	WP_002521956.1	WP_002521956.1		hypothetical protein		2931288	PPA_RS03025	663	220	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	649446	649964	+						2931904	PPA_RS03030	519		old_locus_tag=PPA0588
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	649446	649964	+	WP_002530912.1	WP_002530912.1		amino acid-binding protein		2931904	PPA_RS03030	519	172	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	649990	650958	+						2931625	PPA_RS03035	969		old_locus_tag=PPA0589
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	649990	650958	+	WP_002514108.1	WP_002514108.1		aldo/keto reductase		2931625	PPA_RS03035	969	322	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	651011	651514	+						2931632	PPA_RS03040	504		old_locus_tag=PPA0590
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	651011	651514	+	WP_002514107.1	WP_002514107.1		thiol peroxidase		2931632	PPA_RS03040	504	167	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	651675	653099	+						2931629	PPA_RS03045	1425		old_locus_tag=PPA0591
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	651675	653099	+	WP_002515207.1	WP_002515207.1		amino acid permease		2931629	PPA_RS03045	1425	474	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	653144	654379	+						2931628	PPA_RS03050	1236		old_locus_tag=PPA0592
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	653144	654379	+	WP_002530914.1	WP_002530914.1		alpha-amylase		2931628	PPA_RS03050	1236	411	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	654404	655570	-						2931212	PPA_RS03055	1167		old_locus_tag=PPA0593
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	654404	655570	-	WP_002515177.1	WP_002515177.1		nucleotide sugar dehydrogenase		2931212	PPA_RS03055	1167	388	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	655713	656579	-						30769296	PPA_RS12275	867		old_locus_tag=PPA0594
